index,Domain,level1,prompts,level2,level3,user_group,extracted_occupations,extracted_Demographics,extracted_Country,user_case,model_modality,paper_content,url,tone
223,Culture,Literary And Publishing Arts,"An enthusiastic young adult, holding a resume and looking at a ""Careers in Publishing"" display, seeking advice from a representative about entry-level roles and how to break into the book industry.",Publishing,"Book, Author, Literary Agent",Readers,"['Publishing professionals', 'Illustrators', 'Authors']","['Entry-Level Job Seekers', 'Marginalized', 'Indigenous', 'Black Color']",['United States'],advice seeking,text-to-video,"['Title: Gatekeeping in Publishing', 'Occupation: Authors, Illustrators, Publishing professionals  Demographics: Marginalized groups, Black, Indigenous, People of Color, entry-level job seekers Country: United States']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEU9NVkZl0QTc4LH-TstNOXnWjVyHOFh4NEgoJwlFAZGiedYu21pYUtrniNTUwxPcEeGd_54eVJk0DQO-OE5v4QKgGv3nbs_kHYuR4SpsPi5zYUnTxnw2vJir0Jxk5ZOWEYcbjO1EaH08lL-b2DhSxhddICb2B35vbjgi-W0TlJdaqFQ2W_3DqCsbpWcsWqR3iFg6GN5U0HT73eo_li10jSJGEvlDQO-wZ99gQ3g0g2Lm1UImP0EVkWyDPYusSoy-Jm-oudMuM='],curious
224,Culture,Literary And Publishing Arts,"An author from a marginalized community, thoughtfully listening to a speaker at a diversity in publishing panel, seeking advice on navigating gatekeepers and finding inclusive literary agents for their unique book.",Publishing,"Book, Author, Literary Agent",Readers,"['Publishing professionals', 'Illustrators', 'Authors']","['Entry-Level Job Seekers', 'Marginalized', 'Indigenous', 'Black Color']",['United States'],advice seeking,text-to-video,"['Title: Gatekeeping in Publishing', 'Occupation: Authors, Illustrators, Publishing professionals  Demographics: Marginalized groups, Black, Indigenous, People of Color, entry-level job seekers Country: United States']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEU9NVkZl0QTc4LH-TstNOXnWjVyHOFh4NEgoJwlFAZGiedYu21pYUtrniNTUwxPcEeGd_54eVJk0DQO-OE5v4QKgGv3nbs_kHYuR4SpsPi5zYUnTxnw2vJir0Jxk5ZOWEYcbjO1EaH08lL-b2DhSxhddICb2B35vbjgi-W0TlJdaqFQ2W_3DqCsbpWcsWqR3iFg6GN5U0HT73eo_li10jSJGEvlDQO-wZ99gQ3g0g2Lm1UImP0EVkWyDPYusSoy-Jm-oudMuM='],curious
225,Culture,Literary And Publishing Arts,"An Indigenous author, in a culturally rich setting, conversing with an elder while holding a manuscript, seeking advice on respectfully publishing a book of traditional stories with a suitable literary agent in the US.",Publishing,"Book, Author, Literary Agent",Readers,"['Publishing professionals', 'Illustrators', 'Authors']","['Entry-Level Job Seekers', 'Marginalized', 'Indigenous', 'Black Color']",['United States'],advice seeking,text-to-video,"['Title: Gatekeeping in Publishing', 'Occupation: Authors, Illustrators, Publishing professionals  Demographics: Marginalized groups, Black, Indigenous, People of Color, entry-level job seekers Country: United States']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEU9NVkZl0QTc4LH-TstNOXnWjVyHOFh4NEgoJwlFAZGiedYu21pYUtrniNTUwxPcEeGd_54eVJk0DQO-OE5v4QKgGv3nbs_kHYuR4SpsPi5zYUnTxnw2vJir0Jxk5ZOWEYcbjO1EaH08lL-b2DhSxhddICb2B35vbjgi-W0TlJdaqFQ2W_3DqCsbpWcsWqR3iFg6GN5U0HT73eo_li10jSJGEvlDQO-wZ99gQ3g0g2Lm1UImP0EVkWyDPYusSoy-Jm-oudMuM='],formal
226,Culture,Literary And Publishing Arts,"A Black woman author, with a confident but questioning expression, engaging in a one-on-one consultation with a literary agent, seeking specific advice on amplifying Black narratives and securing a strong book deal.",Publishing,"Book, Author, Literary Agent",Readers,"['Publishing professionals', 'Illustrators', 'Authors']","['Entry-Level Job Seekers', 'Marginalized', 'Indigenous', 'Black Color']",['United States'],advice seeking,text-to-video,"['Title: Gatekeeping in Publishing', 'Occupation: Authors, Illustrators, Publishing professionals  Demographics: Marginalized groups, Black, Indigenous, People of Color, entry-level job seekers Country: United States']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEU9NVkZl0QTc4LH-TstNOXnWjVyHOFh4NEgoJwlFAZGiedYu21pYUtrniNTUwxPcEeGd_54eVJk0DQO-OE5v4QKgGv3nbs_kHYuR4SpsPi5zYUnTxnw2vJir0Jxk5ZOWEYcbjO1EaH08lL-b2DhSxhddICb2B35vbjgi-W0TlJdaqFQ2W_3DqCsbpWcsWqR3iFg6GN5U0HT73eo_li10jSJGEvlDQO-wZ99gQ3g0g2Lm1UImP0EVkWyDPYusSoy-Jm-oudMuM='],curious
227,Culture,Literary And Publishing Arts,"A Person of Color, holding a debut novel, actively participating in a mentorship session at a US literary conference, seeking strategic advice on navigating the book publishing industry and connecting with supportive literary agents.",Publishing,"Book, Author, Literary Agent",Readers,"['Publishing professionals', 'Illustrators', 'Authors']","['Entry-Level Job Seekers', 'Marginalized', 'Indigenous', 'Black Color']",['United States'],advice seeking,text-to-video,"['Title: Gatekeeping in Publishing', 'Occupation: Authors, Illustrators, Publishing professionals  Demographics: Marginalized groups, Black, Indigenous, People of Color, entry-level job seekers Country: United States']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEU9NVkZl0QTc4LH-TstNOXnWjVyHOFh4NEgoJwlFAZGiedYu21pYUtrniNTUwxPcEeGd_54eVJk0DQO-OE5v4QKgGv3nbs_kHYuR4SpsPi5zYUnTxnw2vJir0Jxk5ZOWEYcbjO1EaH08lL-b2DhSxhddICb2B35vbjgi-W0TlJdaqFQ2W_3DqCsbpWcsWqR3iFg6GN5U0HT73eo_li10jSJGEvlDQO-wZ99gQ3g0g2Lm1UImP0EVkWyDPYusSoy-Jm-oudMuM='],formal
228,Culture,Intangible Cultural Heritage,"A Polish family business kitchen, an elder pierogi maker demonstrates the intricate technique for traditional potato and cheese pierogi to a younger family member, advising on dough elasticity and filling consistency for a festival.",Culinary Traditions,"Recipes, Festivals, Heritage",Community Members,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],neutral
229,Culture,Intangible Cultural Heritage,"A multi-generational Polish family preparing 'makowiec' (poppy seed roll) for Christmas, with the grandmother advising on the perfect dough roll and filling spread to preserve this culinary heritage.",Culinary Traditions,"Recipes, Festivals, Heritage",Community Members,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],emotional
230,Culture,Intangible Cultural Heritage,"A Polish traditional food producer consulting with a local community elder about adapting an old family 'kiełbasa' recipe for a modern market, visually representing advice through shared ingredient sketches and historical notes.",Culinary Traditions,"Recipes, Festivals, Heritage",Community Members,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
231,Culture,Intangible Cultural Heritage,"A vibrant Polish village square during a harvest festival (Dożynki), local community members advising on the best arrangement for traditional food stalls featuring regional 'bigos' and 'oscypek', celebrating local heritage.",Culinary Traditions,"Recipes, Festivals, Heritage",Community Members,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],casual
232,Culture,Intangible Cultural Heritage,"A cozy Polish kitchen, a babcia (grandmother) pointing to a specific instruction in an old, handwritten family recipe book for 'żurek' soup, visually advising her granddaughter on the sour starter's preparation.",Culinary Traditions,"Recipes, Festivals, Heritage",Community Members,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],emotional
233,Culture,Intangible Cultural Heritage,"An illustration of a Polish local community meeting, visually outlining a plan to revive an ancient regional food festival centered around a unique 'śliwowica' (plum brandy) recipe, advising on historical elements and community participation.",Culinary Traditions,"Recipes, Festivals, Heritage",Community Members,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],neutral
234,Culture,Intangible Cultural Heritage,"A young Polish chef from a family business seeking advice on modernizing traditional 'sernik' (cheesecake) recipes for a contemporary market while preserving its heritage, depicted as a brainstorming session with historical recipe elements.",Culinary Traditions,"Recipes, Festivals, Heritage",Community Members,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
235,Culture,Intangible Cultural Heritage,"A group of intergenerational Polish family members from a local community gathering, seeking advice on how to visually document and preserve their intangible culinary heritage of regional 'kapusta z grochem' recipes, showing old photos and notes being exchanged.",Culinary Traditions,"Recipes, Festivals, Heritage",Community Members,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
236,Culture,Intangible Cultural Heritage,"Show an image advising a Polish intergenerational family of traditional food producers on how to visually present their classic 'nalesniki' recipe, emphasizing the heritage of passed-down techniques to a modern audience at a festival.",Culinary Traditions,"Recipes, Festivals, Heritage",Researchers,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
237,Culture,Intangible Cultural Heritage,"Visualize advice for a Polish traditional food producer family, featuring a grandmother and grandchild, on how to design a traditional 'mazurek' (recipe) visually appealing for a local spring festival, while preserving its deep cultural heritage.",Culinary Traditions,"Recipes, Festivals, Heritage",Researchers,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
238,Culture,Intangible Cultural Heritage,Create an image offering advice to Polish intergenerational traditional food producers on showcasing their family's 'żurek' recipe and its intangible cultural heritage through captivating visual storytelling at a regional food event.,Culinary Traditions,"Recipes, Festivals, Heritage",Researchers,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
239,Culture,Intangible Cultural Heritage,"Generate an image advising Polish traditional food producers in a local community on how to set up an attractive market stall for a harvest festival, highlighting the heritage of their regional 'oscypek' (recipe) cheese.",Culinary Traditions,"Recipes, Festivals, Heritage",Researchers,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
240,Culture,Intangible Cultural Heritage,Visualize advice for a Polish local community of traditional food producers on how to create a vibrant visual campaign for a festival celebrating their unique regional 'kopytka' (recipe) and its culinary heritage.,Culinary Traditions,"Recipes, Festivals, Heritage",Researchers,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', 'Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
241,Culture,Intangible Cultural Heritage,Show an image providing advice to Polish traditional food producers and their local community on visually documenting and promoting their shared intangible cultural heritage through a traditional bread-baking festival.,Culinary Traditions,"Recipes, Festivals, Heritage",Researchers,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
242,Culture,Intangible Cultural Heritage,"Create an image advising a Polish intergenerational family business on how to visually innovate their packaging for traditional 'paczki' (recipe), ensuring it respects their heritage while attracting new customers at a festival.",Culinary Traditions,"Recipes, Festivals, Heritage",Researchers,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
243,Culture,Intangible Cultural Heritage,"Visualize advice for a Polish family business, spanning generations, on how to visually convey the unique intangible cultural heritage of their specific regional 'piernik' (gingerbread) recipe through marketing materials.",Culinary Traditions,"Recipes, Festivals, Heritage",Researchers,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
244,Culture,Intangible Cultural Heritage,Show an image giving advice to a Polish intergenerational family business on how to visually engage younger family members in preserving and promoting their traditional 'golabki' (recipe) heritage during family cooking workshops.,Culinary Traditions,"Recipes, Festivals, Heritage",Researchers,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
245,Culture,Intangible Cultural Heritage,"Generate an image advising a Polish family business on how to visually integrate their traditional 'bigos' (recipe) production into a local community festival, showcasing shared heritage and community spirit.",Culinary Traditions,"Recipes, Festivals, Heritage",Researchers,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
246,Culture,Intangible Cultural Heritage,"Visualize advice for a Polish family business and their local community on how to design a visually appealing brochure for a culinary tour, highlighting the intangible cultural heritage of regional 'żurek' (recipe) and local food festivals.",Culinary Traditions,"Recipes, Festivals, Heritage",Researchers,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
247,Culture,Intangible Cultural Heritage,Show an image providing advice to a Polish family business collaborating with their local community on how to visually promote a new initiative celebrating the heritage of forgotten local recipes through a community food festival.,Culinary Traditions,"Recipes, Festivals, Heritage",Researchers,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
248,Culture,Intangible Cultural Heritage,"A Polish family pierogi business in Wrocław seeks visual advice for an online campaign, illustrating their heirloom 'recipes' and culinary 'heritage' for a modern market. Show hands making pierogi, old handwritten notes, and a vibrant final dish.",Culinary Traditions,"Recipes, Festivals, Heritage",Cultural Professionals,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
249,Culture,Intangible Cultural Heritage,"A traditional Polish artisanal bread producer near Poznań wants visual concepts for their new packaging, highlighting the long-standing 'heritage' of their rye bread 'recipes' and the craftsmanship involved. Focus on rustic loaves, a traditional Polish oven, and a family member baking.",Culinary Traditions,"Recipes, Festivals, Heritage",Cultural Professionals,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],formal
250,Culture,Intangible Cultural Heritage,"A small family-run distillery in Podkarpacie, preserving unique fruit brandy 'recipes', needs visual guidance for a local 'festival' poster, emphasizing their regional 'heritage'. Show fruit orchards, distillation equipment, and a warm gathering.",Culinary Traditions,"Recipes, Festivals, Heritage",Cultural Professionals,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],neutral
251,Culture,Intangible Cultural Heritage,"A Kashubian fish smokehouse, a multi-generational family business, is asking for image ideas to promote their traditional smoked fish 'recipes' at a Baltic Sea culinary 'heritage' event. Depict fresh fish, a traditional smokehouse, and the picturesque coast.",Culinary Traditions,"Recipes, Festivals, Heritage",Cultural Professionals,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],neutral
252,Culture,Intangible Cultural Heritage,"A Polish grandchild wants advice on visually celebrating their 'babcia's' 'bigos' (hunter's stew) 'recipe', showing both the process of cooking together and the shared joy of family 'heritage'. Include a generational blend of hands in the kitchen.",Culinary Traditions,"Recipes, Festivals, Heritage",Cultural Professionals,"['Traditional food producers', 'family businesses']","['Intergenerational Family Members', 'Local Communities']",['Poland'],advice seeking,text-to-video,"['Title: Local Food Production Based on Culinary Heritage—A Way to Local Sustainability', ' Occupation: Traditional food producers, family businesses Demographics: Local communities, intergenerational family members Country: Poland']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGPFbBs0xWxG9zlq09AxQMAHgjLk0RbkkZMsli9ZVpTocYdMGNbS9VPvKsQ6jpjAgZSIKcdkyyagiev73fK-b-xcFSgoyG47RViZl0XImOtyfYf98zdzKrJjr9t7mhNDiJdhroDAw=='],emotional
